show_id,type_id,title,date_added,release_year,rating_id,duration,description
2375,0,Chance Pe Dance,"November 1, 2018",2010,6,121 min,"Having risen from humble beginnings, an ambitious young man sets his sights on winning a major dance competition that could catapult him to fame."
2376,0,Christmas With A View,"November 1, 2018",2018,9,91 min,"Still reeling from a business failure, the restaurant manager of a ski resort finds her world jolted by a new chef, who has his own hidden past."
2377,0,Chup Chup Ke,"November 1, 2018",2006,6,158 min,"Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts."
2378,0,Dhan Dhana Dhan Goal,"November 1, 2018",2007,6,157 min,"In a last-ditch effort, the jaded coach of the Southall United Football Club assembles a ragtag team and helps lead the team to a comeback season."
2379,0,Dhoondte Reh Jaoge,"November 1, 2018",2009,6,124 min,"An accountant and a producer hatch a scheme to finance a movie, while making every effort to ensure that it flops so they may pocket the difference."
2380,0,Do Dooni Chaar,"November 1, 2018",2010,9,106 min,"A struggling math teacher holds down a second job to keep his family afloat. But when he receives a wedding invitation, he's determined to attend."
2381,0,Edge of Fear,"November 1, 2018",2018,8,92 min,"During a wilderness getaway, a gang of sociopathic criminals kidnap a woman and assault her husband, who must summon all his strength to save her."
2382,0,"Edmilson Filho: Notas, Comedy about Relationships","November 1, 2018",2017,8,80 min,"Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship, playing up the differences between men and women."
2383,0,Gaddar: the Traitor,"November 1, 2018",2015,6,126 min,An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor.
2384,0,Ghanchakkar,"November 1, 2018",2013,8,129 min,"Former con artist Sanju surrounds himself with the finer things, a blissful life troubled by only one thing: his wife, who wants even more."
2385,0,Grandmaster,"November 1, 2018",2012,6,133 min,"Anticipating the next move in a serial killer's grisly game, a police chief realizes that his daughter and estranged wife are the next likely victims."
2386,0,Hattrick,"November 1, 2018",2007,6,109 min,Stories of personal victories coincide with Team India's battle for the Cricket World Cup in this engaging ensemble drama.
2387,0,Heroine,"November 1, 2018",2012,8,143 min,One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life.
2388,0,Himmatwala,"November 1, 2018",2013,6,140 min,A young man returns to his native village on a mission of vengeance after his father commits suicide in the wake of false accusations.
2389,0,Husbands in Goa,"November 1, 2018",2012,6,150 min,"Three professional friends, all husbands living with domineering wives, take a well-deserved vacation in the resort city of Goa."
2390,0,Jatts in Golmaal,"November 1, 2018",2013,9,128 min,"Without fully realizing the consequences, a boy who wants to relocate from India to Canada sells his heart to a gangster in need of a transplant."
2391,0,Kai Po Che!,"November 1, 2018",2013,8,120 min,This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.
2392,0,Kalakalappu,"November 1, 2018",2012,6,154 min,"Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop."
2393,0,Katt Williams: The Pimp Chronicles: Pt. 1,"November 1, 2018",2006,8,45 min,"In this 2006 show, comic Katt Williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black America."
2394,0,Katti Batti,"November 1, 2018",2015,6,132 min,"After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them."
2395,0,Life in a ... Metro,"November 1, 2018",2007,6,126 min,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive.
2396,0,Marc Maron: Thinky Pain,"November 1, 2018",2013,8,95 min,"Alternative comic Marc Maron is back on stage in New York to talk Chinese food, drug abuse, sex in hotel rooms and life with his girlfriend."
2397,0,Mumbai Meri Jaan,"November 1, 2018",2008,8,135 min,"A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers."
2398,0,Mundeyan Ton Bachke Rahin,"November 1, 2018",2014,6,139 min,"When they both fall for the same girl, best pals and shameless womanizers Prince and Jassi go head-to-head to compete for her love."
2399,0,No One Killed Jessica,"November 1, 2018",2011,8,131 min,This thriller tells the true story of model Jessica Lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice.
2400,0,Oye Lucky! Lucky Oye!,"November 1, 2018",2008,6,118 min,"Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of."
2401,0,Paan Singh Tomar,"November 1, 2018",2010,6,129 min,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.
2402,0,Raja Natwarlal,"November 1, 2018",2014,6,131 min,A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.
2403,0,Satyagraha,"November 1, 2018",2013,6,146 min,"In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption."
2404,0,Settai,"November 1, 2018",2013,6,123 min,"Asked to deliver a package for a friend, Madhu gets her fiancé, Jayaganthan, to take care of it, and he then passes the task to one of his roommates."
2405,0,Sigaram Thodu,"November 1, 2018",2014,6,141 min,A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.
2406,0,Sommore: The Reign Continues,"November 1, 2018",2015,8,93 min,"Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina."
2407,0,The Untold Tales of Armistead Maupin,"November 1, 2018",2017,8,91 min,"This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion."
2408,0,Vaya,"November 1, 2018",2016,8,106 min,"Three youths from rural South Africa set out for Johannesburg, where they're thrust into the seedy underbelly of the city and must fight to survive."
2409,0,Welcome to Sajjanpur,"November 1, 2018",2008,6,131 min,"An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests."
2410,0,Zokkomon,"November 1, 2018",2011,3,104 min,"When his cruel uncle abandons him, a young orphan learns to access the untapped superpowers that have been waiting within him all along."
2411,0,Gun City,"October 31, 2018",2018,8,126 min,"In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war."
2412,0,Heneral Luna,"October 31, 2018",2015,5,118 min,Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.
2413,0,Dragon Tiger Gate,"October 27, 2018",2006,6,94 min,Dragon and his fellow students at Dragon Tiger Gate martial arts school team up to battle the ferocious villain Shibumi.
2414,0,Dovlatov,"October 26, 2018",2018,4,126 min,"Over six days in 1971, brilliant writer Sergei Dovlatov encounters maddening barriers to publishing his work under the repressive Soviet regime."
2415,0,Jefe,"October 26, 2018",2018,8,90 min,"A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption."
2416,0,W/O Ram,"October 26, 2018",2018,8,115 min,"Frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger."
2417,0,Ronnie Coleman: The King,"October 25, 2018",2018,8,93 min,"Today, legendary bodybuilder Ronnie Coleman's body bears the scars of becoming the best in the world. Here, he shares what it took to reach his goals."
2418,0,ADAM SANDLER 100% FRESH,"October 23, 2018",2018,8,74 min,"From ""Heroes"" to ""Ice Cream Ladies"" – Adam Sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way."
2419,0,Scorpion King 5: Book of Souls,"October 23, 2018",2018,4,102 min,The Scorpion King joins forces with a Nubian princess in an all-or-nothing fight to stop a warlord from claiming the souls of the vanquished.
2420,0,How to Get Over a Breakup,"October 20, 2018",2018,8,104 min,"A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success."
2421,0,"Club de Cuervos Presents: I, Potro","October 19, 2018",2018,8,51 min,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.
2422,0,Gnome Alone,"October 19, 2018",2018,3,86 min,"After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world."
2423,0,Illang: The Wolf Brigade,"October 19, 2018",2018,8,140 min,"In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby."
2424,0,Naa Bangaaru Talli,"October 19, 2018",2013,6,122 min,"A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking."
2425,0,S Storm,"October 19, 2018",2016,8,95 min,Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting.
2426,0,The Night Comes for Us,"October 19, 2018",2018,8,121 min,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters."
2427,0,Mr. Chandramouli,"October 18, 2018",2018,8,131 min,"When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge."
2428,0,"Ron White: If You Quit Listening, I'll Shut Up","October 16, 2018",2018,8,63 min,"Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese."
2429,0,Meghnadbodh Rohoshyo,"October 15, 2018",2017,8,150 min,"A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic."
2430,0,Sanju,"October 15, 2018",2018,8,159 min,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt."
2431,0,Soorma,"October 13, 2018",2018,6,131 min,This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.
2432,0,Apostle,"October 12, 2018",2018,8,130 min,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island."
2433,0,Errementari: The Blacksmith and the Devil,"October 12, 2018",2018,8,99 min,"A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore."
2434,0,Kuntilanak,"October 12, 2018",2018,6,106 min,Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.
2435,0,The Kindergarten Teacher,"October 12, 2018",2018,5,97 min,A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.
2436,0,22 July,"October 10, 2018",2018,5,144 min,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story."
2437,0,Tales From the Hood 2,"October 10, 2018",2018,5,110 min,Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance.
2438,0,Mo Amer: The Vagabond,"October 9, 2018",2018,8,57 min,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship."
2439,0,Pulang,"October 8, 2018",2018,6,119 min,"Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse."
2440,0,Seven in Heaven,"October 6, 2018",2018,4,94 min,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.
2441,0,Malevolent,"October 5, 2018",2018,8,89 min,"A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real."
2442,0,Private Life,"October 5, 2018",2018,5,124 min,"Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece."
2443,0,The Black Prince,"October 3, 2018",2017,4,121 min,"After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama."
2444,0,Truth or Dare,"October 3, 2018",2017,8,88 min,"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all."
2445,0,Death Race: Beyond Anarchy,"October 2, 2018",2017,5,111 min,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race."""
2446,0,Eric ldle's What About Dick?,"October 2, 2018",2012,8,81 min,"In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano."
2447,0,"Monty Python Live (Mostly): One Down, Five to Go","October 2, 2018",2014,8,137 min,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance."
2448,0,Monty Python: Before the Flying Circus,"October 2, 2018",2000,8,56 min,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe."
2449,0,Monty Python: Live at The Hollywood Bowl,"October 2, 2018",1982,5,80 min,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling."""
2450,0,Monty Python: The Meaning of Live,"October 2, 2018",2014,8,94 min,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus."
2451,0,Monty Python's Life of Brian,"October 2, 2018",1979,5,94 min,"Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter."
2452,0,Parrot Sketch Not Included: Twenty Years of Monty Python,"October 2, 2018",1989,6,72 min,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series."
2453,0,25 Kille,"October 1, 2018",2016,6,140 min,"Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over."
2454,0,A Witches' Ball,"October 1, 2018",2017,3,91 min,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast."
2455,0,Agyaat,"October 1, 2018",2009,6,97 min,A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.
2456,0,Anjaan,"October 1, 2018",2014,6,146 min,"Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head."
2457,0,Bathinda Express,"October 1, 2018",2016,6,118 min,An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.
2458,0,Delhi 6,"October 1, 2018",2009,6,128 min,"In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots."
2459,0,Dev.D,"October 1, 2018",2009,8,137 min,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths."
2460,0,Dil Vil Pyaar Vyaar,"October 1, 2018",2014,9,145 min,"Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first."
2461,0,Ek Main Aur Ekk Tu,"October 1, 2018",2012,6,106 min,Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.
2462,0,Haani,"October 1, 2018",2013,6,137 min,"When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart."
2463,0,Happy Go Lucky,"October 1, 2018",2014,6,129 min,"Three sisters seem to be ideal brides for three brothers. But when the girls' father won't allow the marriages, the boys use trickery to pull it off."
2464,0,Harishchandrachi Factory,"October 1, 2018",2009,9,99 min,"Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film."
2465,0,Jagga Jasoos,"October 1, 2018",2017,6,155 min,"An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side."
2466,0,Jatt James Bond,"October 1, 2018",2014,6,142 min,"Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her."
2467,0,Jodhaa Akbar,"October 1, 2018",2008,6,214 min,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love."
2468,0,Judge Singh LLB,"October 1, 2018",2015,9,137 min,"Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience."
2469,0,Kaminey,"October 1, 2018",2009,6,128 min,"A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty."
2470,0,Khido Khundi,"October 1, 2018",2018,6,151 min,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.
2471,0,Khoobsurat,"October 1, 2018",2014,6,121 min,A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.
2472,0,Kisaan,"October 1, 2018",2009,6,101 min,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.
2473,0,Kismat Konnection,"October 1, 2018",2008,6,145 min,"A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed."
2474,0,Kurbaan,"October 1, 2018",2009,6,147 min,"When a young Indian couple moves to the American suburbs, they are shocked to discover that they've become enmeshed in a secret terrorist plot."
2475,0,Lock,"October 1, 2018",2016,6,90 min,"A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong."
2476,0,Luv Shuv Tey Chicken Khurana,"October 1, 2018",2012,6,129 min,"Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer."
2477,0,"Main, Meri Patni Aur Woh","October 1, 2018",2005,9,129 min,"An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch."
2478,0,Manje Bistre,"October 1, 2018",2017,6,136 min,"While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else."
2479,0,Motor Mitraan Di,"October 1, 2018",2016,9,117 min,"When three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader, they set out to expose him to society as a fake."
2480,0,Mugamoodi,"October 1, 2018",2012,6,150 min,A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.
2481,0,Muran,"October 1, 2018",2011,6,134 min,"When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal."
2482,0,My Friend Pinto,"October 1, 2018",2011,6,100 min,A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend.
2483,0,My Little Pony Equestria Girls: Forgotten Friendship,"October 1, 2018",2018,10,44 min,School yearbook editor Sunset Shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this.
2484,0,My Little Pony Equestria Girls: Rollercoaster of Friendship,"October 1, 2018",2018,10,44 min,"Rarity gets a summer job at Equestria Land, making Applejack feel jealous. But when their friends start vanishing, they must work together to find them."
2485,0,My Suicide,"October 1, 2018",2009,8,111 min,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes reactions from friends and family."
2486,0,Naan Sigappu Manithan,"October 1, 2018",2014,6,147 min,"After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her."
2487,0,Nasha,"October 1, 2018",2013,6,115 min,"A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out."
2488,0,Naughty Jatts,"October 1, 2018",2013,9,121 min,"When three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest."
2489,0,Needhi Singh,"October 1, 2018",2016,6,103 min,"When her friend’s rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events."
2490,0,Peace Haven,"October 1, 2018",2016,6,73 min,Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.
2491,0,Phantom,"October 1, 2018",2015,6,129 min,India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.
2492,0,Pizza,"October 1, 2018",2014,6,102 min,A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.
2493,0,Pooja Kiven Aa,"October 1, 2018",2013,9,122 min,"When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members."
2494,0,Race,"October 1, 2018",2008,6,155 min,The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.
2495,0,Race 2,"October 1, 2018",2013,6,139 min,"In this sequel set in the world of horse racing, half-brothers Ranvir and Rajiv Singh return for another complex tale of love, greed and violence."
2496,0,Saadey CM Saab,"October 1, 2018",2015,9,131 min,Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.
2497,0,Sat Shri Akaal England,"October 1, 2018",2017,6,127 min,"After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England."
2498,0,Thaandavam,"October 1, 2018",2012,6,156 min,"In London, a mysterious blind man named Kenny appears to be an assassin who uses echolocation to kill, but there is more to Kenny than meets the eye."
2499,0,Theeya Velai Seyyanum Kumaru,"October 1, 2018",2013,9,132 min,"When shy Kumar gets stuck on the losing end of a love triangle, the Love Doctor, Mokia, has a strategy for Kumar to win the love of his life."
2500,0,Tiger,"October 1, 2018",2016,6,130 min,"Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him."
2501,0,Udaan,"October 1, 2018",2010,8,137 min,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future."
2502,0,Vettai,"October 1, 2018",2012,6,156 min,"This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother, Guru."
2503,0,Wake Up Sid,"October 1, 2018",2009,6,132 min,A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.
2504,0,We Are Family,"October 1, 2018",2010,6,119 min,A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.
2505,0,What the Jatt!!,"October 1, 2018",2015,9,140 min,"A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy."
2506,0,Zindagi Kitni Haseen Hay,"October 1, 2018",2016,6,126 min,"Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego."
2507,0,Big Miracle,"September 30, 2018",2012,3,107 min,"After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events."
2508,0,Paradise Lost,"September 29, 2018",2018,8,111 min,"A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there."
2509,0,Animal World,"September 28, 2018",2018,8,130 min,"An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host."
2510,0,Hold the Dark,"September 28, 2018",2018,8,126 min,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery."
2511,0,The 3rd Eye,"September 28, 2018",2018,8,108 min,"When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home."
2512,0,In Darkness,"September 22, 2018",2018,8,101 min,"A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes."
2513,0,Quincy,"September 21, 2018",2018,8,124 min,"This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career."
2514,0,The Angel,"September 14, 2018",2018,8,114 min,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage."
2515,0,The Land of Steady Habits,"September 14, 2018",2018,8,98 min,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life."
2516,0,On My Skin,"September 12, 2018",2018,8,100 min,"Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events."
2517,0,The Resistance Banker,"September 11, 2018",2018,8,123 min,"Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance."
2518,0,Next Gen,"September 7, 2018",2018,9,106 min,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."
2519,0,Sierra Burgess Is A Loser,"September 7, 2018",2018,4,106 min,A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.
2520,0,The Most Assassinated Woman in the World,"September 7, 2018",2018,8,102 min,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past."
2521,0,PK,"September 6, 2018",2014,6,146 min,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.
2522,0,The Debt Collector,"September 3, 2018",2018,8,96 min,"A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection."
2523,1,Age of Rebellion,"September 1, 2018",2018,8,1 Season,"At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds."
2524,0,Carbon,"September 1, 2018",2017,8,104 min,"On the verge of losing his business, an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals, intrigue and murder."
2525,0,Garbage,"September 1, 2018",2018,8,109 min,The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.
2526,0,​​Kuch Bheege Alfaaz,"September 1, 2018",2018,6,110 min,"After accidentally connecting over the Internet, two strangers form a tight friendship – not knowing they already share a bond."
2527,0,Love and Shukla,"September 1, 2018",2017,8,110 min,"A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny, overcrowded quarters."
2528,0,Once Again,"September 1, 2018",2018,9,101 min,"After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person."
2529,0,Sparring,"September 1, 2018",2017,8,94 min,A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.
2530,0,The Laws of Thermodynamics,"August 31, 2018",2018,8,101 min,"A physicist uses the laws of thermodynamics to describe romance and relationships, but his theories prove faulty when it comes to his own love life."
2531,0,Naam Shabana,"August 28, 2018",2017,6,141 min,"A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return, she must prove herself as one of their top recruits."
2532,0,Qarib Qarib Singlle,"August 28, 2018",2017,6,120 min,"After reluctantly joining a dating app, a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes."
2533,0,Spyder,"August 28, 2018",2017,6,140 min,"When an Intelligence Bureau officer’s phone-tapping day job leads him to a serial killer, he must track down and thwart the murderer’s next steps."
2534,0,Maria Bamford: The Special Special Special,"August 25, 2018",2012,8,50 min,"Spend an evening with gleeful, oh-so-awkward Maria Bamford via her cozy, shot-at-home comedy special, which has a two-person audience: her parents."
2535,1,GHOUL,"August 24, 2018",2018,8,1 Season,"When a new prisoner at a military detention center exhibits eerie behavior, a young interrogator’s search for the truth becomes a battle for survival."
2536,0,One Last Shot,"August 24, 2018",1998,8,31 min,"In this low-budget short film, two best buddies meet up for a night of booze-fueled fun before one of them moves to Vancouver."
2537,1,Take My Brother Away,"August 24, 2018",2018,6,1 Season,"Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision."
2538,0,The After Party,"August 24, 2018",2018,8,90 min,An aspiring rapper and his best friend/manager have one night to bounce back from embarrassment and make their dreams of hip-hop stardom come true.
2539,0,Bareilly Ki Barfi,"August 21, 2018",2017,6,110 min,"When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection."
2540,0,Mersal,"August 21, 2018",2017,6,162 min,"A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic."
2541,0,Mom,"August 21, 2018",2017,6,139 min,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free."
2542,0,Pad Man,"August 21, 2018",2018,4,130 min,"Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford."
2543,0,Toilet: Ek Prem Katha,"August 21, 2018",2017,6,145 min,"On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation."
2544,0,The Motive,"August 17, 2018",2017,8,114 min,An aspiring writer with no imagination seeks inspiration for his novel by manipulating the lives of his neighbors so that he can write about them.
